1281,620,67,161
1277,620,69,162
1273,620,71,163
1269,620,73,164
1265,620,75,165
1261,620,77,166
1257,620,79,167
1253,620,81,168
1249,620,83,169
1245,620,85,170
1241,620,87,171
1237,620,89,172
1233,620,91,173
1229,620,93,174
1225,620,95,175
1224,618,93,176
1221,619,94,175
1218,620,95,174
1215,621,96,173
1212,622,97,172
1209,623,98,171
1206,624,99,170
1203,625,100,169
1200,626,101,168
1197,627,102,167
1194,628,103,166
1191,629,104,165
1188,630,105,164
1185,631,106,163
1182,632,107,162
1180,633,106,163
1177,633,106,164
1174,633,106,165
1171,633,106,166
1168,633,106,167
1165,633,106,168
1162,633,106,169
1159,633,106,170
1156,633,106,171
1153,633,106,172
1150,633,106,173
1147,633,106,174
1144,633,106,175
1141,633,106,176
1138,633,106,177
1129,628,100,177
1127,628,97,177
1125,628,94,177
1123,628,91,177
1121,628,88,177
1119,628,85,177
1117,628,82,177
1115,628,79,177
1113,628,76,177
1111,628,73,177
1109,628,70,177
1107,628,67,177
1105,628,64,177
1103,628,61,177
1101,628,58,177
1098,630,53,178
1094,630,56,178
1090,630,59,178
1086,630,62,178
1082,630,65,178
1078,630,68,178
1074,630,71,178
1070,630,74,178
1066,630,77,178
1062,630,80,178
1058,630,83,178
1054,630,86,178
1050,630,89,178
1046,630,92,178
1042,630,95,178
1038,634,105,175
1034,634,105,176
1030,634,105,177
1026,634,105,178
1022,634,105,179
1018,634,105,180
1014,634,105,181
1010,634,105,182
1006,634,105,183
1002,634,105,184
998,634,105,185
994,634,105,186
990,634,105,187
986,634,105,188
982,634,105,189
974,631,112,186
970,631,110,186
966,631,108,186
962,631,106,186
958,631,104,186
954,631,102,186
950,631,100,186
946,631,98,186
942,631,96,186
938,631,94,186
934,631,92,186
930,631,90,186
926,631,88,186
922,631,86,186
918,631,84,186
920,627,89,190
919,627,89,190
918,627,89,190
917,627,89,190
916,627,89,190
915,627,89,190
914,627,89,190
913,627,89,190
912,627,89,190
911,627,89,190
910,627,89,190
909,627,89,190
908,627,89,190
907,627,89,190
906,627,89,190
898,623,85,194
895,623,86,195
892,623,87,196
889,623,88,197
886,623,89,198
883,623,90,199
880,623,91,200
