288,581,118,243
293,581,119,243
298,581,120,243
303,581,121,243
308,581,122,243
313,581,123,243
318,581,124,243
323,581,125,243
328,581,126,243
333,581,127,243
338,581,128,243
343,581,129,243
348,581,130,243
353,581,131,243
358,581,132,243
367,577,129,243
373,577,128,243
379,577,127,243
385,577,126,243
391,577,125,243
397,577,124,243
403,577,123,243
409,577,122,243
415,577,121,243
421,577,120,243
427,577,119,243
433,577,118,243
439,577,117,243
445,577,116,243
451,577,115,243
459,572,114,245
465,572,115,245
471,572,116,245
477,572,117,245
483,572,118,245
489,572,119,245
495,572,120,245
501,572,121,245
507,572,122,245
513,572,123,245
519,572,124,245
525,572,125,245
531,572,126,245
537,572,127,245
543,572,128,245
543,566,128,249
550,566,128,249
557,566,128,249
564,566,128,249
571,566,128,249
578,566,128,249
585,566,128,249
592,566,128,249
599,566,128,249
606,566,128,249
613,566,128,249
620,566,128,249
627,566,128,249
634,566,128,249
641,566,128,249
641,559,127,242
646,559,126,242
651,559,125,242
656,559,124,242
661,559,123,242
666,559,122,242
671,559,121,242
676,559,120,242
681,559,119,242
686,559,118,242
691,559,117,242
696,559,116,242
701,559,115,242
706,559,114,242
711,559,113,242
711,552,105,240
714,552,106,240
717,552,107,240
720,552,108,240
723,552,109,240
726,552,110,240
729,552,111,240
732,552,112,240
735,552,113,240
738,552,114,240
741,552,115,240
744,552,116,240
747,552,117,240
750,552,118,240
753,552,119,240
760,548,116,233
763,548,113,232
766,548,110,231
769,548,107,230
772,548,104,229
775,548,101,228
778,548,98,227
781,548,95,226
784,548,92,225
787,548,89,224
790,548,86,223
793,548,83,222
796,548,80,221
799,548,77,220
802,548,74,219
808,554,75,220
809,557,77,217
810,560,79,214
811,563,81,211
812,566,83,208
813,569,85,205
814,572,87,202
815,575,89,199
816,578,91,196
817,581,93,193
818,584,95,190
819,587,97,187
820,590,99,184
821,593,101,181
822,596,103,178
828,593,111,177
828,594,111,177
828,595,111,177
828,596,111,177
828,597,111,177
828,598,111,177
828,599,111,177
828,600,111,177
828,601,111,177
828,602,111,177
828,603,111,177
828,604,111,177
828,605,111,177
828,606,111,177
828,607,111,177
833,606,113,171
833,606,113,170
833,606,113,169
833,606,113,168
833,606,113,167
833,606,113,166
833,606,113,165
833,606,113,164
833,606,113,163
833,606,113,162
833,606,113,161
833,606,113,160
833,606,113,159
833,606,113,158
833,606,113,157
837,611,109,163
837,611,109,164
837,611,109,165
837,611,109,166
837,611,109,167
837,611,109,168
837,611,109,169
837,611,109,170
837,611,109,171
837,611,109,172
837,611,109,173
837,611,109,174
837,611,109,175
837,611,109,176
837,611,109,177
837,606,111,171
837,606,111,171
837,606,111,171
837,606,111,171
837,606,111,171
837,606,111,171
837,606,111,171
837,606,111,171
837,606,111,171
837,606,111,171
837,606,111,171
837,606,111,171
837,606,111,171
837,606,111,171
837,606,111,171
839,606,105,173
839,606,105,173
839,606,105,173
839,606,105,173
839,606,105,173
839,606,105,173
839,606,105,173
839,606,105,173
839,606,105,173
839,606,105,173
839,606,105,173
839,606,105,173
839,606,105,173
839,606,105,173
839,606,105,173
837,608,111,169
837,608,111,169
837,608,111,169
837,608,111,169
837,608,111,169
837,608,111,169
837,608,111,169
837,608,111,169
837,608,111,169
837,608,111,169
837,608,111,169
837,608,111,169
837,608,111,169
837,608,111,169
837,608,111,169
837,604,107,173
837,604,107,173
837,604,107,173
837,604,107,173
837,604,107,173
837,604,107,173
837,604,107,173
837,604,107,173
837,604,107,173
837,604,107,173
837,604,107,173
837,604,107,173
837,604,107,173
837,604,107,173
837,604,107,173
839,608,109,168
839,608,109,168
839,608,109,168
839,608,109,168
839,608,109,168
839,608,109,168
839,608,109,168
839,608,109,168
839,608,109,168
839,608,109,168
839,608,109,168
839,608,109,168
839,608,109,168
839,608,109,168
839,608,109,168
837,608,111,171
837,610,111,169
837,612,111,167
837,614,111,165
837,616,111,163
837,618,111,161
837,620,111,159
837,622,111,157
837,624,111,155
837,626,111,153
837,628,111,151
837,630,111,149
837,632,111,147
837,634,111,145
837,636,111,143
835,633,111,143
835,633,111,143
835,633,111,143
835,633,111,143
835,633,111,143
835,633,111,143
835,633,111,143
835,633,111,143
835,633,111,143
835,633,111,143
835,633,111,143
835,633,111,143
835,633,111,143
835,633,111,143
835,633,111,143
837,631,109,145
837,630,109,147
837,629,109,149
837,628,109,151
837,627,109,153
837,626,109,155
837,625,109,157
837,624,109,159
837,623,109,161
837,622,109,163
837,621,109,165
837,620,109,167
837,619,109,169
837,618,109,171
837,617,109,173
841,609,109,168
841,609,109,168
841,609,109,168
841,609,109,168
841,609,109,168
841,609,109,168
841,609,109,168
841,609,109,168
841,609,109,168
841,609,109,168
841,609,109,168
841,609,109,168
841,609,109,168
841,609,109,168
841,609,109,168
842,604,104,173
842,604,104,173
842,604,104,173
842,604,104,173
842,604,104,173
842,604,104,173
842,604,104,173
842,604,104,173
842,604,104,173
842,604,104,173
842,604,104,173
842,604,104,173
842,604,104,173
842,604,104,173
842,604,104,173
837,606,109,173
837,606,109,173
837,606,109,173
837,606,109,173
837,606,109,173
837,606,109,173
837,606,109,173
837,606,109,173
837,606,109,173
837,606,109,173
837,606,109,173
837,606,109,173
837,606,109,173
837,606,109,173
837,606,109,173
841,611,107,166
841,610,107,167
841,609,107,168
841,608,107,169
841,607,107,170
841,606,107,171
841,605,107,172
841,604,107,173
841,603,107,174
841,602,107,175
841,601,107,176
841,600,107,177
841,599,107,178
841,598,107,179
841,597,107,180
839,602,105,177
839,602,105,177
839,602,105,177
839,602,105,177
839,602,105,177
839,602,105,177
839,602,105,177
839,602,105,177
839,602,105,177
839,602,105,177
839,602,105,177
839,602,105,177
839,602,105,177
839,602,105,177
839,602,105,177
839,606,109,170
839,606,109,170
839,606,109,170
839,606,109,170
839,606,109,170
839,606,109,170
839,606,109,170
839,606,109,170
839,606,109,170
839,606,109,170
839,606,109,170
839,606,109,170
839,606,109,170
839,606,109,170
839,606,109,170
837,606,107,171
837,606,108,171
837,606,109,171
837,606,110,171
837,606,111,171
837,606,112,171
837,606,113,171
837,606,114,171
837,606,115,171
837,606,116,171
837,606,117,171
837,606,118,171
837,606,119,171
837,606,120,171
837,606,121,171
835,608,115,168
835,608,115,168
835,608,115,168
835,608,115,168
835,608,115,168
835,608,115,168
835,608,115,168
835,608,115,168
835,608,115,168
835,608,115,168
835,608,115,168
835,608,115,168
835,608,115,168
835,608,115,168
835,608,115,168
839,609,109,168
839,606,109,170
839,603,109,172
839,600,109,174
839,597,109,176
839,594,109,178
839,591,109,180
839,588,109,182
839,585,109,184
839,582,109,186
839,579,109,188
839,576,109,190
839,573,109,192
839,570,109,194
839,567,109,196
839,568,105,204
840,566,105,205
841,564,105,206
842,562,105,207
843,560,105,208
844,558,105,209
845,556,105,210
846,554,105,211
847,552,105,212
848,550,105,213
849,548,105,214
850,546,105,215
851,544,105,216
852,542,105,217
853,540,105,218
860,545,99,225
864,545,98,225
868,545,97,225
872,545,96,225
876,545,95,225
880,545,94,225
884,545,93,225
888,545,92,225
892,545,91,225
896,545,90,225
900,545,89,225
904,545,88,225
908,545,87,225
912,545,86,225
916,545,85,225
914,540,88,227
